youtube_url,hebrew_line_1,hebrew_line_2,hebrew_line_3,english_line_1,english_line_2,english_line_3,song_title,artist_name,publish_year,id,created_date,updated_date,created_by_id,created_by,is_sample
"https://music.youtube.com/watch?v=6EPRXbPe_lA","אל תתקשר אליי","איזה כיף איתי","וגם אל תלעס זה מעצבן אותי","Don't wait for me tonight","I'm not on the path at all.","I deliberately didn't answer.","לא לפנות אליי","נסרין","2025","688b51b913d8cbfbb16fc33c","2025-07-31T11:21:29.344000","2025-07-31T11:21:29.344000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=lFMoDtmus8s","זה לא עובד","רציתי רק שנינו","חשבתי שכל העולם בשבילנו","It's not working.","Just trying to forget","They say you should work with your mind.","מיליון דולר","נועה קירל","2020","688b51b913d8cbfbb16fc33b","2025-07-31T11:21:29.338000","2025-07-31T11:21:29.338000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=vrn924y6oiw","אם לפעמים אני עושה","את זה קשה","אם לפעמים אני רוצה לא רוצה","Not looking for lovey-dovey stuff","I don't feel like having you here.","I don't want the ups and downs, so...","זוט עני","אלה לי","2020","688b51b913d8cbfbb16fc33a","2025-07-31T11:21:29.334000","2025-07-31T11:21:29.334000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=tpQ77dvRxW4","עכשיו עם יד על הלב","מוציא, מסובב, לזרוק","תני להם לקנא","If you're serious","Surely, you know I have a plan.","But I am real.","הזוג הזה","יונתן מרגי","2019","688b51b913d8cbfbb16fc339","2025-07-31T11:21:29.329000","2025-07-31T11:21:29.329000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=aiUgXnMZH4o","ככל הלילה","בואי נוריד מסכות","אבל לא בא לי לראות","Remembering","We dreamed big.","We scattered nonsense in the sand.","לא יוצא למסיבות","יונתן מרגי","2020","688b51b913d8cbfbb16fc338","2025-07-31T11:21:29.324000","2025-07-31T11:21:29.324000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=_Qk6la0Ylgw","את כבר לא מתרגשת מהשירים שאני שר","והחיים שלנו סרט אז מה עוד יש לך לומר","אני עובד פה קשה שיהיה גדול מפואר","Everything here is overwhelmed with love.","Even if now and then you stumble","I'm here to lift you up.","חברות שלך","עומר אדם","2020","688b51b913d8cbfbb16fc337","2025-07-31T11:21:29.319000","2025-07-31T11:21:29.319000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=fRFEiZhAVO0","ברגליים יחפות","מזכרונות ואכזבות","שאז רצינו לשחרר","Let's run far away.","Just give me a few minutes.","To remember places","שני משוגעים","עומר אדם","2018","688b51b913d8cbfbb16fc336","2025-07-31T11:21:29.315000","2025-07-31T11:21:29.315000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=AoKwsP0RYHI","תסתכל כמה לירדים מסביב","עושים לי היי-היי","בלילה וואי-וואי","She feels like her luck has turned.","She met a real man's man, strong and gallant.","And she will whisper to him, what will she whisper to him-","תל אביב","עומר אדם","2013","688b51b913d8cbfbb16fc335","2025-07-31T11:21:29.311000","2025-07-31T11:21:29.311000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=LUkLfDgqWiY","I’m gonna eat you","Um um um um um","Gonna beat you like a drum","Bam Bam in the grass","A Party in the Air","Bite me like wasabi","באסה סבבה","נטע ברזילי","2019","688b51b913d8cbfbb16fc334","2025-07-31T11:21:29.304000","2025-07-31T11:21:29.304000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=PctzQsrVkPs","You're divine and he's about to regret","His baka-bakum, bak-bak bakumbai…","I'm not your toy","Lyrics and melody by Doron Medalie and Stav Beger","עֲבֹר אֵלַי, אֲנִי בְּרוּיָת יֹפִי","לא איכפת לי מה""דרשנים של דורנו"".","toy","נטע ברזילי","2018","688b51b913d8cbfbb16fc333","2025-07-31T11:21:29.300000","2025-07-31T11:21:29.300000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=SLzS_8uITDI","וזה הרגע","הנה באה השעה","מה תביא איתה הרוח","Don't be afraid to seek knowledge.","Don't worry, you'll make it.","The one who can reach out and touch","מכתב לאחי","עליי בוטנר וקובי אפללו","2010","688b51b913d8cbfbb16fc332","2025-07-31T11:21:29.295000","2025-07-31T11:21:29.295000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=1ULiPoBt74E","כמו שאני אוהב אותך","בוא לא נשמור בפנים יותר ונדבר","אבא, חבר אמר לי לכתוב שיר עליך","Dad, a friend told me to write a poem about you.","For all I've seen in your face","On the tranquility without words","אבא","שלומי שבת","2007","688b51b913d8cbfbb16fc331","2025-07-31T11:21:29.290000","2025-07-31T11:21:29.290000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=nyJYKo9SUJQ","בתפקיד הפוך","הליכה מהירה, להתיש את הגוף","עד מחר","You must not think.","When you're so tired","Go for a walk in the sunrise light","עד מחר","אביתר בנאי","2009","688b51b913d8cbfbb16fc330","2025-07-31T11:21:29.284000","2025-07-31T11:21:29.284000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=3W0Spa3N7Ms","מלחשים מה הם חושבים לה","משתפים מה הם רוצים לה","איך אסור, כמה מותר","She knows, people always tell her","People only interfere with her.","What to wear, what to eat","היא יודעת","נינט טייב ועילי בוטנר","2006","688b51b913d8cbfbb16fc32f","2025-07-31T11:21:29.278000","2025-07-31T11:21:29.278000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=WeDJNrN4J1E","כשאתה כאן זה נרגע","כשאתה כאן","אני מקיאה את כל מה שבלעתי","When you are here","Cleansing the dried mud from me","You love me pure.","כשאתה כאן","נינט טייב","2006","688b51b913d8cbfbb16fc32e","2025-07-31T11:21:29.272000","2025-07-31T11:21:29.272000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Hl1nTsaLLZg","קצת ידיים","טיפה רגליים","כמעט קמתי לרקוד","Almost got up to dance","But the head is predetermined, it's head to head.","But the urgent body must take flight","קמתי לרקוד","נינט טייב","2023","688b51b913d8cbfbb16fc32d","2025-07-31T11:21:29.264000","2025-07-31T11:21:29.265000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=5eFugSumBns","כתבת מילים כי שנים לא אמרת","את מה שחשבת על עצמך ועלי","ומה אתה בלעדי?","""And you bought me a green plastic tree""","You were sure everything was falling apart.","""And you bought me a razor sharp to the point of pain""","עץ ירוק מפלסטיק","מרגלית צנעני","2009","688b51b913d8cbfbb16fc32c","2025-07-31T11:21:29.254000","2025-07-31T17:00:35.147000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=YC5gsTkJA5Y","ובלילה עיר","נותנת עוד סיבה","לשכוח מי אתה","From every bar and club","From a café or a hotel","It's visible for all to see.","לילה עיר","מאור כהן","2008","688b51b913d8cbfbb16fc32b","2025-07-31T11:21:29.239000","2025-07-31T11:21:29.239000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=078GlqzBRl0","לַחֲצוֹת שְׁבִילֵי חָצָץ, לְסַלְסֵל תִּימְרַת עָשָׁן","זְעִירָה. וְלָשׁוּב לַמִּפְתָּן","הַמֻּכָּר וְהַחַם","A song makes you happy and dance,","Happy and dance, happy and dance,","I’ve got a song—so why wait?","לשמוח ולרקוד","אופירה ורווית יוספי","1989","688b36c30172898e39edc398","2025-07-31T09:26:27.298000","2025-07-31T09:26:27.298000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=s7JSBCTs5SQ","לַעֲקֹף אוֹתִיּוֹת וְאוֹתוֹת בְּלָבָן","לַחֲצוֹת שְׁבִילֵי חָצָץ, לְסַלְסֵל תִּימְרַת עָשָׁן","זְעִירָה. וְלָשׁוּב לַמִּפְתָּן","West of here, cliffs stand still—","And wait, and wait.","West of here, there are other things.","מערבה מכאן","ריקי גל","1987","688b36c30172898e39edc397","2025-07-31T09:26:27.294000","2025-07-31T09:26:27.294000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Jp9GLgblB-Q","ולמתק הקצב הרך מתפייס, מוותר ונרגע","כתינוק מזמר שיר עצוב, טרם סגור את עיניו","עת האם הלאה פסקה מזמר, נרדמה","Long white days like summer sunrays,","A tranquil solitude spreads across the river’s expanse,","Wide-open windows to a silent azure sky.","ימים לבנים","צליל מכוון","1979","688b36c30172898e39edc396","2025-07-31T09:26:27.288000","2025-07-31T09:26:27.288000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=nRTsSydcpOA","הרים רוקדים כבני צאן","זגוגיות במטר, נעמי","מנגנות מכל חלון","Wind instruments and strings surround my dream","Singing songs of praise to You","Yes, songs of praise, Naomi.","אני חולם על נעמי","חדוה ודוד","1970","688b36c30172898e39edc395","2025-07-31T09:26:27.276000","2025-07-31T09:26:27.276000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=xF2hWPiHGYQ","מלודי, רק אלייך מלודי","הנפגש אצלי אולי","ותהיי שלי","The guitar electrifies","The melody rolls on","My song plays on, yet you're not with me.","מלודי","איזולירבנד","1982","688b27b70172898e39ed491b","2025-07-31T08:22:15.620000","2025-07-31T08:22:15.620000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=g30fvIYScMs","ואומרת למשחה","אל תבכי אך היא בוכה","והברז כעסן","The soap wept profusely.","Danny doesn't want me anymore.","And the toothbrush","הסבון בכה מאוד","צביקה פיק","1982","688b27b70172898e39ed491a","2025-07-31T08:22:15.614000","2025-07-31T08:22:15.614000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=uD5hiDAUMbc","שיגעון","קמפארי","רואה אותך שותקת אחלה","You're amazing.","And you're adorable","You're a cutie pie","אחלה חמודה","בני בשן ובום פה","2012","688b27b70172898e39ed4918","2025-07-31T08:22:15.604000","2025-07-31T08:22:15.604000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=yTYXraXr244","השמש לא תרד עד שיחליטו השמיים","ואני לא זז מפה עד שהיום הזה נגמר","תמיד אפשר לצעוק עד שנופלים מהרגליים","I feel guilty if I cover myself when I'm cold.","And I am near, hearing nothing at all.","""And I bend along a path I didn't choose""","כל מה שיש לי","נתן גושן","2011","688b27b70172898e39ed4917","2025-07-31T08:22:15.599000","2025-07-31T08:22:15.599000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=2ESRRGb_uGM","את השמש צדנו אז על ראי שבור,","הכיתה התפוצצה, וזה אסור","אז אותה החזרנו למורה לציור.","Just like that, as if nothing, we squeezed into the entrance,","On the door, it says Dr. S. Atzmon.","We didn't mean to press the bell.","ככה סתם","התרנגולים","1963","688b27b70172898e39ed4916","2025-07-31T08:22:15.594000","2025-07-31T08:22:15.594000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=TosckQrbkto","זה נחמד, זה נחמד","אבאל'ה ואמאל'ה","זה נחמד, זה נחמד","Ah, what a beautiful day.","Let's open our eyes.","How the sun in the sky","איזה יום יפה","שלישיית גשר הירקון","1963","688b27b70172898e39ed4915","2025-07-31T08:22:15.589000","2025-07-31T08:22:15.589000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=uaXfvJLFILc","מי בתשיעי בכל נובמבר","בלי ברכה, בלי שם או רמז","שולח לך סיגליות בזר קשור בסרט.","She got married and she's happy.","Even though her husband was like a demon and a mule","Constantly in a perpetual gloom","סיגליות","דיוויד ברוזה","1983","688b27b70172898e39ed4913","2025-07-31T08:22:15.577000","2025-07-31T08:22:15.577000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=_7C6_V-_VV8","זו אהבה כמו בזמנים לפני שנולדנו","רק אני יודע","האישה שאיתי אינה מתעקשת","The woman with me does not insist.","To bathe her body in a sacred pool","""She's not for you, my mother murmurs.""","האישה שאיתי","דיוויד ברוזה","1983","688b27b70172898e39ed4912","2025-07-31T08:22:15.573000","2025-07-31T08:22:15.573000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=07BOqAW7EMA","איך שמחתי לקראתו","פירמידות בעיניים","ושלום במקטרתו","I gaze out the window.","And it makes me quite sad,","The spring has passed away.","יהיה טוב","דיוויד ברוזה","1980","688b27b70172898e39ed4911","2025-07-31T08:22:15.568000","2025-07-31T08:22:15.568000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=vctmFO8qPfM","מתחילים הם לדבר","מתווכחים בצעקות","וכמעט הולכים מכות","It began with two parents.","Joyful and young","""Born for my sake""","המשפחה שלי","שלמה ניצן","1980","688b27b70172898e39ed4910","2025-07-31T08:22:15.563000","2025-07-31T08:22:15.563000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=xmNuUXkxoZA","יום גדול ממתין בפתח,","זה היום שלה.","בת שישים על פי הלוח,","The crest of Gilboa's heights","Someone painted it red,","The rooster announces from the coop.","בת 60","הגבעטרון","1981","688b27b70172898e39ed490f","2025-07-31T08:22:15.558000","2025-07-31T08:22:15.558000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=pLqqfS9qyro","נדמה לי שאצלנו כאן, בארץ המובטחת","אתה מבין מי שמוכן את הסיכון לקחת","ואין לי שום רצון להתיפייף","I am captive to the melody, addicted to the rhythm.","Therefore, I believe in battling sadness.","Dance away the burdens, sing into the darkness","זה רק ספורט","דפנה דקל","1992","688b27b70172898e39ed490d","2025-07-31T08:22:15.548000","2025-07-31T08:22:15.548000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=qoc3JBDqfJ8","דור שלם דורש שלום","תנו לצה""ל לנצח","עם חזק עושה שלום","An entire generation demands peace.","Let the IDF win","A strong people makes peace.","שירת הסטיקר","דג נחש","2004","688b27b70172898e39ed490c","2025-07-31T08:22:15.542000","2025-07-31T08:22:15.542000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=qzHDmzX9c_c","נצא מהחורים ביחד די להסתתר","תרימו את היד תפתחו את הפה","מול כולנו אין סיכוי שהם יחזיקו עוד הרבה","Awakening!","I don't believe in weapons, I believe in poetry.","Old enough to make the choice.","זמן להתעורר","דג נחש","2013","688b27b70172898e39ed490b","2025-07-31T08:22:15.537000","2025-07-31T08:22:15.537000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=U2BDhKJ07cI","כמה את עדינה","את כל כך עדינה","ורק אני מרוב אהבה שותק...","When he loves her","He always tells her,","I return to tell her","מרוב אהבה","יוסי בנאי","1979","688b27b70172898e39ed490a","2025-07-31T08:22:15.530000","2025-07-31T08:22:15.530000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=idy4FvBh0yc","הזמן שיר אבל מנגן עוד","והימים כואבים","אך אין מלכודת מסוכנת","We have known fire, we have known thunder.","A love, twenty years young","We fled from each other more than once.","אהבה בת 20","יוסי בנאי","1973","688b27b70172898e39ed4909","2025-07-31T08:22:15.525000","2025-07-31T08:22:15.525000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=tvgbb1Y8aHo","חוללו כאן ביחד נס גדול","הוקוס פוקוס אחד לבן כחול","שאוכל כאן לגדול ולגדול","The situation is dire, I'm already on edge.","When my weekly allowance runs out by Monday.","Not even enough for a popsicle","אין לי כסף","גידי גוב","1984","688b27b70172898e39ed4908","2025-07-31T08:22:15.518000","2025-07-31T08:22:15.518000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=i1LXcVgAOlU","ונראה להם שגם אנחנו יכולים","לא רוצה לישון בשבע","לא רוצה שיעור בטבע","So, why the teacher Dina","To this day, she still doesn't understand.","""I don't want to dance like all the other children""","ילדיסקו","שרי","1978","688b27b70172898e39ed4907","2025-07-31T08:22:15.513000","2025-07-31T08:22:15.513000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=MH_-h04Ja8w","היפו היפו היפו","היפו היפו היפפה","היפי היפי הופפה","This is me, a hippopotamus.","And they call me Lady Pam","Mrs. Hippo the Beautiful","היפו היפי","מייק בורנשטיין","1977","688b27b70172898e39ed4906","2025-07-31T08:22:15.508000","2025-07-31T08:22:15.508000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=1xC8k8DJJ00","ילד פלא הו","ילד פלא פלא","ביום שישי מה נתחדש","One day old, just born anew.","""Eyes of light, open at once""","On Monday, he rose and left.","ילד פלא","יגאל בשן","1979","688b27b70172898e39ed4905","2025-07-31T08:22:15.504000","2025-07-31T08:22:15.504000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=RgtX9MIcFug","על חתול שנרטב","שנרטב ועלה לו","החום?","Gali, Gali, why did you laugh?","When you took the teddy bear","Did you lay him down to sleep?","גלי","נועם קניאל","1971","688b27b70172898e39ed4904","2025-07-31T08:22:15.498000","2025-07-31T08:22:15.498000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=jhiD6Rxvbcw","אינקו אינקו אינקו אינקו","אינקו אינקו אינקו אינקו","בטור (בטור בטור בטור בטור...)","Inco Inco Inco Inco","Inku Inku Inku Inku","In line (in line in line in line in line...)","אינקובטור","הקליק","1981","688b27b70172898e39ed4902","2025-07-31T08:22:15.479000","2025-07-31T08:22:15.479000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=fRS4F620mMI","שלא להראות את קמטי החיוך הרחב","ות'שן התותבת.","היית מלקק אותה...","Sweetheart was born","Like a chocolate-covered candy","Adorned with a ribbon","מותק","קורין אלאל","1984","688b243bc8d3fdb657dae087","2025-07-31T08:07:23.062000","2025-07-31T08:07:23.062000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=UbuJ-onQmF4","אתה שומע לא יכולתי לעשות מזה כלום","זה היה אצלי בידים","ולא יכולתי לעשות עם זה כלום","I couldn't do anything about it.","You hear me? I couldn't make anything out of it.","It was in my hands.","לא יכולתי לעשות כלום","אילן ויצברג","1982","688b243bc8d3fdb657dae086","2025-07-31T08:07:23.057000","2025-07-31T08:07:23.057000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=pEJwFIuLMgo","הולכים לסינרמה, השעה שלוש","דפקנו כמה וויסקי ותפסנו ראש","החבר'ה ואני קלות מענטזים","Hey guys, what's up?","I brought you a song, something about the face.","Not exactly a song that stands out.","האשם תמיד","יאיר ניצני","1986","688b243bc8d3fdb657dae085","2025-07-31T08:07:23.052000","2025-07-31T08:07:23.052000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Qf0QcfvT0Mc","צוחקים לשמש ולעננים","מאחרים בלילה,","שוברים את השיא","I allow myself","With a little imagination","The two of us together","דמיון חופשי","יצחק קלפטר","1988","688b243bc8d3fdb657dae084","2025-07-31T08:07:23.048000","2025-07-31T08:07:23.048000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=mEBVCtYbvso","את עוד מתכוונת","מבין המיתרים","לטוב שבשירים","You still play.","An old guitar.","You still mean it","אחרי 20 שנה","שמוליק קראוס","1988","688b243bc8d3fdb657dae083","2025-07-31T08:07:23.043000","2025-07-31T08:07:23.043000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=irHkYljhg3E","אבל ישנם דברים שהוא עוד לא גילה לי","האם יפרח לי עוד שושן","האם נעור בי ניצוץ נושן","Time will chase the years away.","""And instills a bit of wisdom in the heart""","But there are things he still hasn't revealed to me.","שכשנבוא","אריק איינשטיין","1986","688b243bc8d3fdb657dae082","2025-07-31T08:07:23.039000","2025-07-31T08:07:23.039000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=4l7oVVke1YU","עם חיוך לא נורמלי","את הלב היא שברה לי כל הזמן","כן, כל הזמן","How by the weekend","She is never truly alone.","If there's no man around","ג'סיקה","אתניקס","1993","688b243bc8d3fdb657dae081","2025-07-31T08:07:23.033000","2025-07-31T08:07:23.033000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=MRKiQ9bju0k","שנינו נתגבר על האימה","תותים תותים בואי נקנה רק תותים","במקום עוד מכונות של מלחמה.","The chill in your garden against the warmth in mine.","The bunker to your left against the shell in my hand.","Your pomegranate is not a fruit and it's ready in your hand.","תותים","אתניקס","1992","688b243bc8d3fdb657dae080","2025-07-31T08:07:23.029000","2025-07-31T08:07:23.029000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=R6uoYSiYW8o","אך ראו - תעלומה","הפיה כבר נעלמה","הו מה יפים...","A little child rises in the morning.","He gazed at the courtyard, astonished.","On the neighbor's balcony","הלילות הקסומים","המכשפות","1996","688b243bc8d3fdb657dae07f","2025-07-31T08:07:23.025000","2025-07-31T08:07:23.025000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=zxeKSlnynvg","שלח לי שקט ממוכן","לשמוע שקט לא מכאן","תשלח לי שקט בקופסא, מארץ רחוקה.","Send me quiet, safe and sound","Send me peace from a cloud","Send me some ready-made silence.","שקט","בלגן","1992","688b243bc8d3fdb657dae07e","2025-07-31T08:07:23.020000","2025-07-31T08:07:23.020000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=bjr9MvoQrCA","הייתי עושה בם צורות -","שיהיו לי שמיים","אני רואה לך בעיניים","I see it in your eyes.","I see it all.","You wrapped me in a home and warmth.","רואה לך בעיניים","אתי אנקרי","1990","688b243bc8d3fdb657dae07d","2025-07-31T08:07:23.015000","2025-07-31T08:07:23.015000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=rvHUp0zDRdg","אל תלכי לבדך","אל תלכי לבדך","בשדה המוזהב","My dear child","Do not walk alone.","Do not walk alone","שדות גולדברג","מאיר אריאל","1984","688b243bc8d3fdb657dae07c","2025-07-31T08:07:23.011000","2025-07-31T08:07:23.011000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=i_NJ7Qp4u0s","יש לי סימפטיה","לאמנות קונספטואלית בתל אביב","עיר בלי קונספציה","I have sympathy","Conceptual art in Tel Aviv","A city without a concept","יש לי סימפטיה","נורית גלרון","1980","688b243bc8d3fdb657dae07b","2025-07-31T08:07:23.004000","2025-07-31T08:07:23.004000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=HJNq24dJtrc","אל הצלילים של החליל הושיט ידיים בסופה","במחול טירוף בקני הסוף נסחף שיכור כמו חול ברוח","גם הסלעים פרשו כנפיים כמו אנפה","The flute's notes sent to the sands of the desert.","He caressed her soft body, while the storm devoured everything.","Stop being like the sands; I want you like a rock.","שיר אהבה בדואי","דיוויד ברוזה ויעל לוי","1978","688b243ac8d3fdb657dae07a","2025-07-31T08:07:22.998000","2025-07-31T08:07:22.998000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=J-SCYmD9Asc","אנ׳לא יכול להירגע  (Te amo mucho)","אז בואי לכאן,סיבוב קטן","אולי נרקוד כמו בהוואנה ולא כמו ביוון","I don't remember.","How does the beautiful song you love so much begin?","How does the chorus go, the one we used to dance to every evening?","קרמלה","משה פרץ","2017","688b243ac8d3fdb657dae079","2025-07-31T08:07:22.993000","2025-07-31T08:07:22.993000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=WarIMUFI6Fw","אני מביט, סוסי יפה, הוא על גבו אותי נושא","אל דרך המלך","דרך המלך היא לי דרכי היחידה...","Morning dewdrops have enriched me, and before me lies the king's path.","Harp and crown have joined me to sing praises","Still my thoughts hum within me, and a caress of a sunbeam.","דרך המלך","גילי וגלית","1989","688b243ac8d3fdb657dae078","2025-07-31T08:07:22.988000","2025-07-31T08:07:22.988000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=YMuXtm4IJzw","אותם פנים, אז מה קרה?","מדוע היא נראית אחרת?","אותם עיניים עצובות","From today, I vow","I will no longer break in the fall.","Already experienced and already aware.","מתחילה מהתחלה","מנגו","1989","688b243ac8d3fdb657dae077","2025-07-31T08:07:22.984000","2025-07-31T08:07:22.984000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=djBcpwFipuc","אך בלילות הקרים היא יודעת","שזה הולך ומסתבך","מסתבך והולך והולך","She's so complicated.","Writing books in bed","She is so complicated.","גרה בשינקין","מנגו","1989","688b243ac8d3fdb657dae076","2025-07-31T08:07:22.978000","2025-07-31T08:07:22.978000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=xDLbpVU0HNI","אם המילים לא נפגשות","יש עוד תקוה בחלומות שלא ידענו","חלום של בוקר קצת קשה למחוק","In the dream, a window bathed in light.","And I stand, trying to remember","I won't let myself close my eyes.","בחלום","ענת עצמון","1989","688b243ac8d3fdb657dae075","2025-07-31T08:07:22.974000","2025-07-31T08:07:22.974000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=pD6cLSBw2Us","וקורא סיפורים לילד -","כן, תמיד מימין לשמאל.","בעברית יש מילים בשפע","I rise in Hebrew each morning.","And drinking coffee in Hebrew,","Paying dearly in Hebrew","חולם בספרדית","שלמה יידוב","1988","688b243ac8d3fdb657dae074","2025-07-31T08:07:22.969000","2025-07-31T08:07:22.969000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=eGbh-g4a3bE","מה זאת אהבה?","מה זאת אהבה?","מה היא מבקשת?","A rather small paradise","And its boundary is hell.","Angels are flying,","מה זאת אהבה","ריקי גל ומתי כספי","1988","688b243ac8d3fdb657dae073","2025-07-31T08:07:22.963000","2025-07-31T08:07:22.963000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
"https://music.youtube.com/watch?v=Hij1I7-bzsg","כדי לקחתך אל החופים המוארים.","אם לפעמים אתה מקדים להתעורר","וקצה חלום כמו ספק מטריד אותך","If at times the burden becomes too hard","The people seem distant and estranged.","My song will come like a person waiting at the threshold.","שיר למענך","אורנה ומשה דץ","1988","688b243ac8d3fdb657dae072","2025-07-31T08:07:22.957000","2025-07-31T08:07:22.957000","68845e70c305a0fb48ee28dc","szpruch@gmail.com","false"
