youtube_url,hebrew_line_1,hebrew_line_2,hebrew_line_3,english_line_1,english_line_2,english_line_3,song_title,artist_name_1,artist_name_2,artist_name_3,publish_year
https://music.youtube.com/watch?v=RQa7SvVCdZk,איפה כל אחיות הנשמה שלי?,"תנו לי לשמוע את הזרימה שלכן, אחיות","היי, אחותי, לכי, אחותי, נשמה אחותי, זרמי, אחותי (אה)",", *da-da*)","No, oh, yeah",He met Marmalade down in old Moulin Rouge,Lady Marmalade,Christina Aguilera,Lil' Kim,Mya,2001
https://music.youtube.com/watch?v=eAfyFTzZDMM,אל תביט בי,"ממ, ממ","או, או, הממ",Don't you bring me down,And everywhere we go (And everywhere we go),"Words can't bring you down, oh no",Beautiful,Christina Aguilera,,,2002
https://music.youtube.com/watch?v=gZHjRQjbHrE,"אה-הה, זה החרא שלי","כל הבנות, דרכו ברגליים ככה",פעמים אחדות הייתי על המסלול ההוא,So it's not just gonna happen like that,"So I'm ready to attack, gonna lead the pack",And you didn't think that I would hear it,Hollaback Girl,Gwen Stefani,,,2004
https://music.youtube.com/watch?v=YNSxNsr4wmA,"היי, איך אתה חושב שתישמע הקלטה של פוסיקט דולז בהשתתפות בוסטה ריימז?",אוקיי (אה),כן (אה),"Ladies, let's go (Uh)",Leave it alone (Leave it alone),Don't cha? (Seem like shorty wanna little ménage pop off or somethin'),Don't Cha,The Pussycat Dolls,Busta Rhymes,,2005
https://music.youtube.com/watch?v=VCLxJd1d84s,"אני אומרת לך לשחרר את הכפתורים שלי, מותק (אה-הה)","אבל אתה ממשיך להעמיד פנים, אה",אומר מה תעשה לי (אה-הא),"I'm telling you to loosen up my buttons, babe (Uh-huh, oh-woah)",I wonder (Wonder) if I'm just too much for you,But I can't seem to get you over here to help take this off,Buttons,The Pussycat Dolls,Snoop Dogg,,2005
https://music.youtube.com/watch?v=-hMC8pQkEmk,עכשיו כשהחיים שלי חזרו להיות נורמליים,שיש לי בבית מישהו שחולם לראות אותי מגיע.,עכשיו אני יכול לומר שאני עומד על רגליי,Y otra vez pierdo la calma,Ahora ya no hay más dolor,Ahora que ya mi vida se encuentra normal,Pero Me Acuerdo De Tí,Christina Aguilera,,,2000
https://music.youtube.com/watch?v=1r9ghI7YcL0,"הא, הא-הא, הא-הא","הא, הא-הא, הא","הא, הא, הא, הא","(Boom-boom, boom-boom, boom-boom-boom)","Wanna ""Ha-ha-ha, ha-ha-ha""","'Cause it don't mean a thang if you're lookin' at my—, hah",Beep,The Pussycat Dolls,will.i.am,,2005
https://music.youtube.com/watch?v=QrOe2h9RtWI,"איי, איי, איי",אף אחד לא אוהב שמרמים אותו.,"(או) ביונסה, ביונסה",Sólo un embustero hermoso,(Oh) Podemos vivir sin él,Por un embustero hermoso,Beautiful Liar,Beyoncé,Shakira,,2007
https://music.youtube.com/watch?v=0J3vgcE5i2o,האם אני מטעה אותך?,לא חשבתי ככה,"מה שלומך, צעירה?","Promiscuous girl, wherever you are","'Cause we're on a roll, you ready?",You lookin' for her in the daytime with the light?,Promiscuous,Nelly Furtado,Timbaland,,2006
https://music.youtube.com/watch?v=5T0utQ-XWGY,"ארבע, שלוש, שתיים, אחד","תקשיבו כולכם, כי זה הרגע",הביט שאני מנגן הוא משובח,I blow kisses (Muah),"All the time I turn around, brothas gather 'round",And they be lining down the block,Fergalicious,Fergie,,,2006
https://music.youtube.com/watch?v=6JnGBs88sL0,פרק-פרק-למטה,את לא אומרת לי שום דבר בכלל,"היי, היי",Frk-frk-down,A place (A place) God knows (That only God knows),When there's no time for jokin',Say It Right,Nelly Furtado,,,2006
https://music.youtube.com/watch?v=PLolag3YSYU,"קח את זה חזרה, קח את זה חזרה, קח את זה חזרה",אוה-אוה-אוה-אה-אוה,א-אה-א-א-אה-אה,You wish you'd never ever met her at all (Come on!),"She's a maneater, make you work hard","She's a maneater, make you work hard",Maneater,Nelly Furtado,,,2006
https://music.youtube.com/watch?v=kOL7aeIDruA,זה נהיה כל כך בודד בתוך המיטה הזאת,"לא יודע אם עליי ללקק את פצעיי או לומר במקום זאת ""אוי לי""",ויש כאב עמוק בתוך ראשי,"If it's harvest, go slow","And if it's full, then go","(Turn off the light, turn off the light)",Turn Off The Light,Nelly Furtado,,,2000
https://music.youtube.com/watch?v=roPQ_M3yJTA,"את יפה, בזה אין ספק",אתה לעולם לא תדעך,"את יפה, אבל זה לא בטוח",I don't know where my home is,"And baby, all I need for you to know is","I'm like a bird, I'll only fly away (Fly away)",I'm Like A Bird,Nelly Furtado,,,2000
https://music.youtube.com/watch?v=CvBfHwUxHIk,"אה-הא, אה-הא (כן, ריהאנה)","אה-הא, אה-הא",ילדה טובה שהפכה לרעה,"Took an oath, I'ma stick it out 'til the end",It's pourin' rain,You're part of my entity,Umbrella,Rihanna,JAŸ,,2007
https://music.youtube.com/watch?v=Jne9t8sHpUc,"היי, כן, כן","כן, אה-אה-אה, כן, היי",איש זקן הגיע לגיל תשעים ושמונה,It's a free ride when you've already paid,It's the good advice that you just didn't take,He packed his suitcase and kissed his kids goodbye-ye,Ironic,Alanis Morissette,,,1995
https://music.youtube.com/watch?v=WEQ0l_m3Xm0,"משחקים, שינויים ופחדים",מתי הם ילכו מכאן?,מתי הם יפסיקו?,I may appear to be free,"Boy, I need your touch",My world crumbles when you are not near,I Try,Macy Gray,,,1999
https://music.youtube.com/watch?v=8N-qO3sPMjc,נשק לי מבין השעורה המזוקנת,לֵיל אַחַר לֵיל עַל יְדֵי הָעֵשֶׂב הַיָּרוֹק הַיָּרוֹק,"מתנועע, מתנועע, מתנועע הצעד המסתובב",So kiss me,So kiss me,So kiss me,Kiss Me,Sixpence None The Richer,,,1997
https://music.youtube.com/watch?v=8WYHDfJDPDc,"אה, אה","בדוק את זה, בדוק את זה","אה, אה, אה","I like your steeze, your style, your whole demeanor","She got a man and a son though, oh (Check it)","So tell me, ma, what's it gonna be?",Dilemma,Nelly,Kelly Rowland,,2002
https://music.youtube.com/watch?v=HKLnmMacEB4,ספר לי,בדיוק מה שאתה רוצה שאהיה,נשיקה אחת,Sunshine instead of this cold lonely sea,Outside the door of your loving store,It just takes a little bit of this,The Game Of Love,Santana,Michelle Branch,,2002
https://music.youtube.com/watch?v=RtSDWq6HsJE,"מממממממ (אוו, אוו, אוו)",איפה הם? איפה הם?,איפה הם? איפה הם?,Where they at?,I got the title from my mama,"See the ice and the gliss', niggas starin', know they diss",Ride Wit Me,Nelly,St. Lunatics,,2000
https://music.youtube.com/watch?v=gOMhN-hfMtY,"התקרר התה שלי, תוהה אני מדוע אני",קמתי מהמיטה בכלל,גשמי הבוקר מעמעמים את חלוני,"I say that shit just clownin', dawg, come on, how fucked up is you?","So when I have a shitty day, I drift away and put 'em on","That's pretty shitty, man, you're like his fuckin' idol",Stan,Eminem,Dido,,2000
https://music.youtube.com/watch?v=eJO5HU_7_1w,"האם אפשר לקבל את תשומת לבכם, בבקשה?","האם אוכל לקבל את תשומת ליבכם, בבקשה?",האם יכול הגאון בטי שיידי האמיתי לקום?,All you other Slim Shadys are just imitating,I should download her audio on MP3,"Please stand up, please stand up?",The Real Slim Shady,Eminem,,,2000
https://music.youtube.com/watch?v=D4hAVemuQXY,המחשבות האלה הן סיוטים להורים לבנים,שפחדם הגדול ביותר הוא ילד עם שיער צבוע שאוהב עגילים,כאילו כל מה שהם אומרים אין לו שום חשיבות,"So they sit and they cry at night, wishin' they'd die",Sing with me (,"He sags his pants, durags, and a stockin' cap",Sing For The Moment,Eminem,,,2002
https://music.youtube.com/watch?v=RQ9_TKayu9s,איפה התוף שלי?,אין לי מלכודת באוזניות שלי,הנה אתה הולך,"See, what hurts me the most is you won't admit you was wrong",My whole life I was made to believe I was sick when I wasn't,Have you ever been hated or discriminated against?,Cleanin' Out My Closet,Eminem,,,2002
https://music.youtube.com/watch?v=bD3S3kurYVA,"תראה, אם הייתה לך הזדמנות אחת או אפשרות אחת",לתפוס כל מה שאי פעם רצית ברגע אחד,האם היית תופס את זה או פשוט נותן לזה לחמוק?,You better,To seize everything you ever wanted in one moment,Fact that I can't get by with my nine-to-,Lose Yourself,Eminem,,,2004
https://music.youtube.com/watch?v=tr-H8dR0HLo,אני משוגעת,מאוהבת בך,זה נראה כמו הדבר המושלם בשבילך ובשבילי,But there are facts in our lives we can never change,Ain't it funny how a moment could just change your life,And you can't move on even though you try? (Oh),Ain't It Funny,Jennifer Lopez,Ja Rule,,2001
https://music.youtube.com/watch?v=4kGvlESGvbs,חושב שאתה צריך לשמור אותי עם תכשיטים? אתה לא,חושב שאני אשתמש בכסף שלך? אני לא.,גם אם היית חסר כל,Even if you were broke (Even if you were broke),"Pullin' up your sleeve, so I could see the Rollie bling",Think I'm gonna spend your cash? I won't,Love Don't Cost A Thing,Jennifer Lopez,,,2001
https://music.youtube.com/watch?v=6oqXVx3sBOk,האם אתה מרגיש כמו חנות רשת? כמעט על הרצפה,"אחד מתוך הרבה אפסים שמשחקים בו, משתעמם",האוזניים שלך מלאות אבל אתה ריק,And agree to marry me,"And I'm brain-dead, virtually","Oh, we could start over again",Coffee And TV,Blur,,,1999
https://music.youtube.com/watch?v=mMfxI3r_LyA,"ליידי, שמעיני הלילה",כי התחושה שלי פשוט כל כך נכונה,כשאנו רוקדים לאור הירח,I won't get you out of my mind,"Lady, hear me tonight",Can't you see you're my delight?,Lady,Modjo,,,2001
https://music.youtube.com/watch?v=hTl0F2cKzLk,לילה אחד בדיסקו,מבלה עם החברים שלי,מרגיש קצת נמוך,Dancing all night,You blow my mind,I feel so high,Chillin',Modjo,,,2001
https://music.youtube.com/watch?v=4JkIs37a2JE,"אוו כן, אה",במה אנחנו חיים?,תן לי לספר לך,"Has got to change, yeah","Woah, it's so insane","And I'm thinkin', what a mess we're in",Virtual Insanity,Jamiroquai,,,1996
https://music.youtube.com/watch?v=EDwb9jOVRtU,הזמן חולף לאט כל כך,הזמן עובר כה לאט,הזמן עובר כל כך לאט,I don't know what to do,"Waiting for your call, baby, night and day","Every little thing, every little thing",Hung Up,Madonna,,,2005
https://music.youtube.com/watch?v=w4AQbsCz1AY,אין שום דרך,אני חוזר אלייך,רק עצרתי לומר,The better ranges of my nature,I just stopped to say,I guess this is because,King for a Day,Jamiroquai,,,1999
https://music.youtube.com/watch?v=c18441Eh_WE,"לה-לה-לה, לה-לה-לה-לה-לה","לה לה לה, לה לה לה לה לה","לה-לה-לה, לה-לה-לה-לה-לה","La-la-la, la-la-la-la-la",Set me free,Feel the need in me,Can't Get You Out Of My Head,Kylie Minogue,,,2001
https://music.youtube.com/watch?v=63vqob-MljQ,"בוא, בוא, בוא לעולמי","האם לא תרים אותי, גבוה על כנפי אהבתך?",קח את הזרועות הללו שנוצרו לאהוב,"So, free your love","Na-na-na, na-na-na, na-na-na",Take these lips that wеre made for kissing,Come Into My World,Kylie Minogue,,,2002
https://music.youtube.com/watch?v=4hGQ97tCTOs,ראה השתקפויות על המים,יותר מהחושך בעומקים,רואה אותו עולה בכל צל,"Golden eye, I found his weakness",It'll take forever to see,More than darkness in the depths,Golden Eye,Tina Turner,,,1995
https://music.youtube.com/watch?v=1VQ_3sBZEm0,"רוץ ותאמר לכל המלאכים, זה עשוי להימשך כל הלילה",חושב שאני צריך שטן שיעזור לי לעשות את הדברים נכון,"חבר אותי למהפכה חדשה, כי זאת שקר","I think I'm done nursin' the patience, it can wait one night",I'd give it all away if you give me one last try,"Run and tell all of the angels, this could take all night",Learn To Fly,Foo Fighters,,,1999
https://music.youtube.com/watch?v=1TO48Cnl66w,"התקרר התה שלי, תוהה אני למה",קמתי מהמיטה בכלל,הגשם של הבוקר מעונן את חלוני,"And even if I'm there, they'll all imply",And I want to thank you,Is having the best day of my life,Thank You,Dido,,,1999
https://music.youtube.com/watch?v=PSu5nAQ7uZw,לא שמעתי אותך הולך,"אני תוהה, ""איך אני עדיין כאן?""",ואני לא רוצה להזיז דבר,And I can't breathe,And I can't leave this bed,And I won't go,Here with Me,Dido,,,1999
https://music.youtube.com/watch?v=RB-RcX5DS5A,"עולה לפגוש אותך, אומר שאני מצטער",אתה לא יודע כמה יפה אתה,"הייתי צריך למצוא אותך, לומר לך שאני זקוק לך",Pullin' your puzzles apart,Ah-ooh,Tell me your secrets and ask me your questions,The Scientist,Coldplay,,,2002
https://music.youtube.com/watch?v=FAYHTES4whs,"-לה, -לה, -לה, כי אנחנו שומעים אותם","-לה, -לה, -לה, כי אנו מרגישים דרך זה","בחלומותיי, אני מת כל הזמן","-le, -le, -le, ngoba sizwa ngabo","-le, -le, -le, ngoba sizwa ngabo","Tell the truth, you've never wanted me (",Porcelain,Moby,,,1999
https://music.youtube.com/watch?v=IJWlBfo5Oj0,"-לה, -לה, -לה, כי אנחנו שומעים בעדם","-לה, -לה, -לה, כי אנחנו חשים בהם","בחֲלוֹמוֹתַי, אני מת כל הזמן","When I wake, I'm going out of my mind","-le, -le, -le, ngoba sizwa ngabo","I never meant to hurt you, I never meant to lie",'Porcelain',Moby,,,1999
https://music.youtube.com/watch?v=SC6-TiN19uE,"אלי, כמה קשה הצרה","אוי אדוני, צרה כל כך קשה",רק אלוהים יודע את צרותיי,Don't nobody know my troubles but God,Don't nobody know my troubles but God,Don't nobody know my troubles but God,'Natural Blues',Moby,Christina Ricci,,1999
https://music.youtube.com/watch?v=jhC1pI76Rqo,מושלמת בטבעה,סמלים של התפנקות עצמית,בדיוק מה שכולנו צריכים,You don't know how you betrayed me,Icons of self-indulgence,And somehow you've got everybody fooled,Everybody’s Fool,Evanescence,,,2003
https://music.youtube.com/watch?v=LQj--Kjn0z8,"זה לא צחוק, הייתי רוצה לקנות לעולם נשיפה",וְלִלְמֹד אֶת הָעוֹלָם לָשִׁיר בְּהַרְמוֹנְיָה מֻשְׁלֶמֶת,וללמד את העולם לכבות את הלהבות והשקרים,"Allow, if you're still alive, six to eight years to arrive","And if you follow, there may be a tomorrow",You might as well be walkin' on the sun,Walkin' On The Sun,Smash Mouth,,,1997
https://music.youtube.com/watch?v=2s3iGpDqQpQ,"היי, אני מרגיש עייף",הזמן שלי חלף היום,אתה מפלרטט עם ההתאבדות,"Down, down",Beating me down,"Beating me, beating me",Falling Away From Me,Korn,,,1999
https://music.youtube.com/watch?v=Z0GFRcFm-aY,זה נהדר,"זה מתחיל ברעש אדמה, ציפורים ונחשים",מטוס,"World serves its own needs, don't misserve your own needs",It's the end of the world as we know it,"Light a candle, light a votive, step down, step down",It's The End Of The World,R.E.M.,,,1987
https://music.youtube.com/watch?v=wCDIYvFmgW8,"פירקו את זה, זה, זה","לפרק את זה, זה, זה","לפרק את זה, זה, זה",And it won't attract the worm,"Break it down, down, down",Don't be shocked by the tone of my voice,Weapon Of Choice,Fatboy Slim,Bootsy Collins,,2000
https://music.youtube.com/watch?v=ub747pprmJ8,כאן ועכשיו,כאן ועכשיו,כאן ועכשיו,Waking up to find your love's not real,"Right here, right now","Right here, right now","Right Here, Right Now",Fatboy Slim,,,1998
https://music.youtube.com/watch?v=Co0tTeuUVhU,"בלילה, אני שומע אותם מדברים",הסיפור הכי קר שנאמר אי פעם,במקום כלשהו רחוק לאורך הדרך הזו,So you walk around like you don't know me,"In the night, I hear 'em talk",They don't know what we been through,Heartless,Kanye West,,,2008
https://music.youtube.com/watch?v=araU0fZj6oQ,וכבר עבר זמן מה,מאז שיכולתי להחזיק את ראשי מורם,וזמן רב עבר מאז,And it's been awhile,Since I said I'm sorry,But I can still remember just the way you taste,It's Been Awhile,Staind,,,2001
https://music.youtube.com/watch?v=99j0zLuNhi8,"ובכן, היום שמעתי את החדשות",נראה שהחיים שלי עומדים להשתנות,"עצמתי את עיניי, התחלתי להתפלל","If I had just one wish, only one demand",With arms wide open,Wide open,With Arms Wide Open,Creed,,,1999
https://music.youtube.com/watch?v=O-fyNgHdmLI,"שלום חברי, אנחנו נפגשים שוב","עבר זמן, מאיפה נתחיל?",מרגיש כמו נצח,"I'm careless, I believe",My sacrifice,I just want to say hello again,My Sacrifice,Creed,,,2001
https://music.youtube.com/watch?v=_ao2u7F_Qzg,"אוי-אוי, אוי-אוי","אוה-אוה, אוה-אוה",ללא שינה,Somehow,"Oh-oh, oh-oh","I feel like goin' down, I'm so disconnected",In the Shadows,The Rasmus,,,2003
https://music.youtube.com/watch?v=8SbUC-UaAxE,כשאני מביט לתוך עיניך,אני יכול לראות אהבה מרוסנת,"אבל, יקירתי, כשאני מחבק אותך",And when your fears subside,"Sometimes, I need some time on my own",'Cause nothin' lasts forever,November Rain,Guns N' Roses,,,1991
https://music.youtube.com/watch?v=1w7OgIMMRc4,יש לה חיוך שנראה לי,מזכיר לי זכרונות ילדות,ששם הכל היה רענן כמו השמיים הכחולים הבהירים,"Her hair reminds me of a warm, safe place","Sweet child of mine, ooh, yeah","Woah-woah, oh, oh, oh",Sweet Child O' Mine,Guns N' Roses,,,1987
https://music.youtube.com/watch?v=XFkzRNyygfk,כשהיית כאן קודם,לא יכולתי להסתכל לך בעיניים,אתה ממש כמו מלאך,What the hell am I doin' here?,You float like a feather,But I'm a creep,Creep,Radiohead,,,1992
https://music.youtube.com/watch?v=6hzrDeceEKc,היום הוא היום,שהם הולכים להחזיר לך את זה,"עד עכשיו, היית אמור איכשהו",You're gonna be the one that saves me,I'm sure you've heard it all before,Feels the way I do about you now,Wonderwall,Oasis,,,1995
https://music.youtube.com/watch?v=fregObNcHC8,"בסדר, כאן אני נתקל בקושי, כי...","לא, בוא פשוט נעשה את זה פעם אחת, כי...",הבעיה שלי היא שאני כל כך רגיל ללכת עד הסוף ואז להתחיל בעצמי.,He said I was his friend,You're face to face,The problem that I'm having is that I'm so used to going all the way through and then starting by myself,The Man Who Sold The World,Nirvana,,,1993
https://music.youtube.com/watch?v=G6Kspj3OO0s,אוו-או-או-או-או-או,או-או,או-או-או-או-או-או,You got me wrapped around your finger,"And, honey, so did you",You got me wrapped around your finger,Linger,The Cranberries,,,1993
https://music.youtube.com/watch?v=zRIbf6JqkNc,"דבר איתי ברכות, יש משהו בעיניך","אל תתלה את ראשך בעצב, בבקשה אל תבכה.","אני יודע איך אתה מרגיש בפנים, הייתי שם קודם.",And don't you cry,And don't you cry tonight,And don't you cry tonight,Don't Cry,Guns N' Roses,,,1991
https://music.youtube.com/watch?v=vabnZ9-ex7o,"בוא כמו שאתה, כמו שהיית.",כפי שאני רוצה שתהיי,"כַּחָבֵר, כַּחָבֵר",Memoria,"No, I don't have a gun",And I swear that I don't have a gun,Come As You Are,Nirvana,,,1991
https://music.youtube.com/watch?v=Ckom3gf57Yw,דם חדש מצטרף לאדמה הזאת ומהר הוא נשלט,דרך חרפה מתמשכת וכואבת,הנער הצעיר לומד את החוקים שלהם,"That old man here is me, yeah","Throughout his life the same, he's battled constantly","Never free, never me",The Unforgiven,Metallica,,,1997
https://music.youtube.com/watch?v=9BMwcO6_hyA,"רומיאו הזה מדמם, אבל את לא יכולה לראות את דמו.",זה לא יותר מאשר תחושות שהכלב הישן הזה העלה,"יורד גשם מאז שעזבת אותי, עכשיו אני טובע בשיטפון.","This Romeo is bleedin', but you can't see his blood","Oh, baby, don't you throw it away, yeah, yeah","Baby, don't you throw it away",Always,Bon Jovi,,,1985
https://music.youtube.com/watch?v=C3lWwBslWqg,"לילי, לילי, אווה",עבר זמן רב,ואני מחפש אני ועל עופרי,"يا ليلي، يا","I dream of rain, ya leil, ya leil","This fire burns, ya leil, ya leil",Desert Rose,Sting,,,1999
https://music.youtube.com/watch?v=9Ht5RZpzPqw,כל הדברים הקטנים,"דאגה אמיתית, אמת מביאה",אקח הרמה אחת,"Keep your head still, I'll be your thrill","Say it ain't so, I will not go","Watching, waiting",All The Small Things,blink-182,,,1999
https://music.youtube.com/watch?v=qfNmyxV2Ncw,היה זמן,כשהייתי כה שבור לב,המזל לא היה כל כך חבר שלי,Is the devil's in your kiss,'Cause me and them ways have parted,"Yeah, our love, sweet love, ain't love",Cryin',Aerosmith,,,1993
https://music.youtube.com/watch?v=aWmkuH1k7uA,מה עוד עליי להיות?,כל ההתנצלויות,מה עוד יכולתי לומר?,I'll take all the blame,All in all is all we all are,All in all is all we are,All Apologies,Nirvana,,,1993
https://music.youtube.com/watch?v=-cJauX_q6wI,כמה אנשים מיוחדים משתנים?,כמה חיים חיים בזרות?,איפה היית בזמן שאנחנו התפנינו?,Faster than a cannonball,Wake up the dawn and ask her why,Faster than a cannonball,Champagne Supernova,Oasis,,,1995
https://music.youtube.com/watch?v=NdYWuo9OFAw,ולוותר על נצח כדי לגעת בך,כי אני יודע ש somehow אתה מרגיש אותי,את הכי קרובה לגן עדן שאי פעם אהיה,When everything's made to be broken,I just want you to know who I am,"Yeah, you bleed just to know you're alive",Goo Goo Dolls – Iris,Goo Goo Dolls,,,1998
https://music.youtube.com/watch?v=wCQfkEkePx8,יושב כאן בחדר המשעמם,זה רק יום ראשון גשום נוסף אחר הצהריים,"מבזבז את זמני, אין לי מה לעשות","Da-da-da-dam, di-dap-da",I'm turnin' my head up and down,"I feel so tired, put myself into bed",Lemon Tree,Fools Garden,,,1995
https://music.youtube.com/watch?v=4aeETEoNfOg,למות צעיר,(למות צעיר) הפיכה 1979,"למות צעיר, לילדים המגניבים אף פעם אין זמן",Faster than,"(To die young) I know you better than you fake it, to see",(To die young) No a-pologies ever need be made,1979,The Smashing Pumpkins,,,1995
https://music.youtube.com/watch?v=NRtvqT_wMeY,אתקשר אליך באמצע הלילה,כמו גחלילית בלי אור,היית שם כמו להבה צורבת,I was a key that could use a little turning,This time I have really led myself astray,Runaway train never going back,Runaway Train,Soul Asylum,,,1992
https://music.youtube.com/watch?v=xGytDsqkQY8,"זמן לסגור, לפתוח את כל הדלתות ולתת לך לצאת אל העולם","שעת סגירה, הדליקו את האורות מעל כל ילד וילדה","זמן לסגור, קריאה אחרונה לאלכוהול, אז סיימו את הוויסקי או הבירה שלכם",I know who I want to take me home,"Closing time, one last call for alcohol, so finish your whiskey or beer","Closing time, every new beginning comes from some other beginning's end",Closing Time,Semisonic,,,1998
https://music.youtube.com/watch?v=xSZBIs0gs0E,חשבתי שראיתי אדם שקם לתחייה,"הוא היה חם, הוא התקרב כאילו היה מכובד",הוא הראה לי מה זה לבכות,So I guess the fortune teller's right,I should've seen just what was there,"Oh, yeah, oh, yeah",Torn,Natalie Imbruglia,,,1997
https://music.youtube.com/watch?v=Zzyfcys1aLM,"לפני זמן רב כל כך, איני זוכר מתי",זה כשהם אומרים שאיבדתי את החבר היחיד שלי,"ובכן, הם אמרו שהיא מתה בקלות ממחלת לב שבור","I turn the engine, but the engine doesn't turn",I seen the sun coming up at the funeral at dawn,As I listened through the cemetery trees,One Headlight,The Wallflowers,,,1996
https://music.youtube.com/watch?v=YgSPaXgAdzE,"בזמן השימפנזים, הייתי קוף","בוטאן בעורקיי, ואני יוצא לחסל את הנרקומן","עם עיני הפלסטיק, רסס את הירקות בצבע ספריי",'Cause one's got a weasel and the other's got a flag,"Trade the cash for the beat, for the body, for the hate","Things are gonna change, I can feel it",Loser,Beck,,,1993
https://music.youtube.com/watch?v=wmin5WkOuPw,"היי, היי, היי","אני מתחיל הצרה, מחליל הסופה","אני מכור לפחד, הסכנה המאוירת","I'm the fear addicted, the danger illustrated","Hey, hey, hey","Hey, hey, hey",Firestarter,The Prodigy,,,1996
https://music.youtube.com/watch?v=N9kdHXrJYF8,הכנתי ארוחה והקאתי אותה ביום ראשון,יש לי הרבה דברים ללמוד,אמרתי שאני אעשה זאת ויום אחד אעזוב,The things we find behind the door,"Stand by me, nobody knows the way it's gonna be","The way it's gonna be, yeah",Stand By Me,Oasis,,,1997
https://music.youtube.com/watch?v=JkK8g6FMEXE,יכלתי להישאר ער רק כדי לשמוע אותך נושם,לצפות בך מחייכת בזמן שאת ישנה,כשאתה רחוק וחולם,For all the rest of time,"Well, every moment spent with you is a moment I treasure",Then I kiss your eyes and thank God we're together,I Don't Want to Miss a Thing,Aerosmith,,,1998
https://music.youtube.com/watch?v=NvR60Wg9R7Q,"יושב כאן, מותש ופצוע, ליד הפסנתר הישן הזה","מנסה קשה ללכוד את הרגע, הבוקר הזה, אני לא יודע",כי בקבוק וודקה עוד תקוע לי בראש,Sittin' here wasted and wounded at this old piano,But I laughed so hard I think I died,As I dream about movies they won't make of me when I'm dead,Bed Of Roses,Bon Jovi,,,1992
https://music.youtube.com/watch?v=AWfDcn6F2E0,"אלוהים, אני מרגיש כמו בגיהנום הלילה",דמעות של זעם שאיני יכול להלחם בהן,אהיה האחרון שיעזור לך להבין,Tears of rage I cannot fight,My man,Nothing's true and nothing's right,Strong Enough,Sheryl Crow,,,1993
https://music.youtube.com/watch?v=RIjTq_OdFvo,אז אף אחד לא אמר לך שהחיים יהיו ככה,"העבודה שלך בדיחה, אתה מרושש, חיי האהבה שלך מתים.",זה כאילו אתה תמיד תקוע בהילוך שני,Your mother warned you there'd be days like these,(When the rain starts to pour),"Your job's a joke, you're broke, your love life's D.O.A.",I'll Be There for You,The Rembrandts,,,1995
https://music.youtube.com/watch?v=CUjIY_XxF1g,"אין לי כסף, אבל אני שמח","אני עני, אבל אני טוב לב","אני נמוך, אבל אני בריא, כן","I'm sick, but I'm pretty, baby","I'm broke, but I'm happy","I feel drunk, but I'm sober",Hand In My Pocket,Alanis Morissette,,,1995
https://music.youtube.com/watch?v=8FIBPKRV3kk,"שמש חמה, האכילי אותי","ואני חש חשש, טעון עד תום",תיעוב לשינוי,Sharp about everyone but yourself,"Swallowed, followed","And I'm forward, busted knee",Swallowed,Bush,,,1996
https://music.youtube.com/watch?v=h_L4Rixya64,יש לי עוד וידוי לעשות,אני השוטה שלך,לכל אחד יש את הכבלים שצריך לשבור,"It's real, the pain you feel",I refuse,Has someone taken your faith?,Best Of You,Foo Fighters,,,2005
https://music.youtube.com/watch?v=SSbBvKaM6sk,וו-הו,וו-הו,ווּ-הוּ,It's not my problem,Woo-hoo,By a jumbo jet,Song 2,Blur,,,1997
https://music.youtube.com/watch?v=2MRdtXWcgIw,לא חשבתי שאמות לבד.,"צחקתי בקול הכי רם, מי היה יודע?",אני עוקב אחרי הכבל חזרה אל הקיר,"The tour is over, I've survived","I never conquered, rarely came","I never conquered, rarely came",Adam's Song,blink-182,,,1999
https://music.youtube.com/watch?v=L_dVEtLPdDE,פתח את אור הבוקר שלך,ותאמר תפילה קטנה בשבילי,אתה יודע שאם נישאר בחיים,Then see the peace in every eye,I don't wanna wait for our lives to be over,I don't wanna wait for our lives to be over,I Don't Want to Wait,Paula Cole,,,1996
https://music.youtube.com/watch?v=r8OipmKFDeM,החליק לתוך עין מחשבתך,האם אינך יודע שאולי תמצא,מקום טוב יותר לשחק בו?,'Cause you said the brains I had went to my head,Stand up beside the fireplace,"And so, Sally can wait",Don't Look Back In Anger,Oasis,,,1995
https://music.youtube.com/watch?v=EvuL5jyCHOw,הלוואי שיכולתי לעוף,"אל תוך השמיים, כל כך גבוה",רק כמו שפירית,Just like a dragonfly,"Into the sky, so very high","I wanna fly away, yeah, yeah, yeah",Fly Away,Lenny Kravitz,,,1998
https://music.youtube.com/watch?v=n6P0SitRwy8,היא מביטה בי כמו דגים כשאני חלש,נכלאתי בתוך הקופסה בצורת לב שלך במשך שבועות,נשאבתי אל תוך מלכודת זפת המגנט שלך,Forever in debt to your priceless advice,"Hey, wait, I got a new complaint",Your advice,Heart-Shaped Box,Nirvana,,,1993
https://music.youtube.com/watch?v=zSmOvYzSeaQ,השארתי את הנכונים בחוץ,ותן לאלו הלא נכונים להיכנס,מלאך רחמים שליווה אותי בכל חטאיי,I kept the right ones out,It's amazing,There were times in my life,Amazing,Aerosmith,,,1993
